Date,Open,High,Low,Close,Adj Close,Volume
2013-08-16,95.199997,95.500000,95.010002,95.029999,80.881775,3324000
2013-08-19,95.120003,95.989998,95.050003,95.480003,81.264786,3126200
2013-08-20,95.510002,95.900002,95.360001,95.500000,81.281815,2827800
2013-08-21,95.410004,95.820000,95.110001,95.110001,80.949867,3430600
2013-08-22,95.370003,95.690002,95.209999,95.459999,81.247787,15364400
2013-08-23,95.570000,95.680000,94.910004,95.129997,80.966866,12274200
2013-08-26,95.360001,95.940002,95.099998,95.309998,81.120094,3060000
2013-08-27,94.860001,95.190002,94.010002,94.839996,80.720055,4513100
2013-08-28,95.000000,96.330002,95.000000,96.080002,81.775459,5482500
2013-08-29,95.650002,95.980003,94.699997,94.860001,81.389374,4796600
2013-08-30,95.000000,95.129997,94.139999,94.360001,80.960365,3993000
2013-09-03,95.099998,95.279999,94.120003,94.519997,81.097633,3672100
2013-09-04,94.500000,95.360001,94.339996,95.160004,81.646751,2898800
2013-09-05,95.330002,96.459999,95.080002,95.660004,82.075760,4275300
2013-09-06,95.870003,96.750000,95.250000,96.260002,82.590561,4485800
2013-09-09,96.220001,96.790001,96.209999,96.449997,82.753571,3525200
2013-09-10,97.099998,97.360001,96.500000,96.889999,83.131081,4984300
2013-09-11,96.660004,97.459999,96.370003,97.459999,83.620148,3928600
2013-09-12,97.480003,97.849998,97.070000,97.180000,83.379906,4277300
2013-09-13,97.339996,97.650002,97.129997,97.349998,83.525772,2668700
2013-09-16,97.879997,98.169998,97.400002,97.709999,83.834656,3490900
2013-09-17,97.580002,98.360001,97.489998,97.919998,84.014816,3256900
2013-09-18,97.870003,98.989998,97.639999,98.699997,84.684044,4279600
2013-09-19,98.500000,98.510002,97.000000,97.919998,84.014816,6430800
2013-09-20,97.699997,98.050003,96.900002,96.900002,83.139664,8077000
2013-09-23,96.970001,97.580002,96.820000,97.279999,83.465691,3301600
2013-09-24,97.139999,98.599998,96.860001,97.779999,83.894699,4810300
2013-09-25,97.800003,97.989998,97.410004,97.620003,83.757416,4053200
2013-09-26,97.889999,98.320000,97.790001,98.190002,84.246498,3604900
2013-09-27,97.889999,97.989998,97.000000,97.120003,83.328430,3533100
2013-09-30,96.459999,96.690002,95.110001,96.209999,82.547638,4404500
2013-10-01,96.180000,96.389999,95.849998,96.129997,82.479012,3240700
2013-10-02,95.580002,95.879997,94.010002,95.279999,81.749718,7250300
2013-10-03,95.150002,95.209999,94.610001,94.669998,81.226341,4855700
2013-10-04,94.610001,94.800003,94.400002,94.699997,81.252068,3047700
2013-10-07,94.260002,94.800003,94.139999,94.360001,80.960365,3037100
2013-10-08,94.269997,94.580002,93.940002,93.940002,80.600006,3643900
2013-10-09,93.820000,93.959999,93.139999,93.269997,80.025162,5159400
2013-10-10,94.220001,94.440002,93.510002,94.440002,81.029015,4531000
2013-10-11,94.690002,94.800003,94.330002,94.739998,81.286400,4132600
2013-10-14,94.410004,94.879997,94.180000,94.720001,81.269241,3429700
2013-10-15,93.989998,94.199997,93.449997,93.800003,80.479889,5878900
2013-10-16,94.300003,95.239998,94.139999,95.220001,81.698227,4708700
2013-10-17,95.190002,95.519997,94.650002,95.470001,81.912735,3860500
2013-10-18,95.699997,95.699997,94.519997,95.199997,81.681068,7286100
2013-10-21,93.699997,94.849998,93.239998,94.589996,81.157700,9137700
2013-10-22,94.680000,95.489998,94.209999,95.120003,81.612450,5144000
2013-10-23,95.080002,95.199997,93.930000,94.209999,80.831657,4581200
2013-10-24,94.410004,94.809998,94.239998,94.680000,81.234924,3640900
2013-10-25,94.779999,94.949997,94.360001,94.779999,81.320724,3055900
2013-10-28,94.690002,95.720001,94.680000,95.370003,81.826927,3836400
2013-10-29,95.620003,96.099998,95.300003,96.050003,82.410370,3975100
2013-10-30,96.169998,96.449997,95.730003,96.029999,82.393204,3404300
2013-10-31,96.199997,96.699997,96.110001,96.519997,82.813622,4271300
2013-11-01,96.519997,97.500000,96.519997,97.239998,83.431374,5127300
2013-11-04,97.260002,97.500000,96.830002,97.309998,83.491447,5023900
2013-11-05,97.379997,97.750000,97.019997,97.410004,83.577255,4338200
2013-11-06,97.660004,98.190002,97.470001,97.900002,83.997673,4365900
2013-11-07,97.959999,98.089996,96.779999,97.199997,83.397072,4921000
2013-11-08,97.169998,97.300003,96.320000,97.010002,83.234047,5052400
2013-11-11,96.830002,97.489998,96.800003,97.089996,83.302689,2573800
2013-11-12,97.070000,97.760002,96.849998,97.660004,83.791733,3845000
2013-11-13,97.470001,98.120003,97.309998,98.110001,84.177826,4164800
2013-11-14,98.180000,98.699997,97.180000,97.559998,83.705940,6594200
2013-11-15,97.449997,97.709999,96.400002,96.919998,83.156830,7096800
2013-11-18,96.900002,97.790001,96.900002,97.650002,83.783165,4966700
2013-11-19,97.519997,98.290001,97.360001,97.980003,84.066315,3836600
2013-11-20,97.570000,98.050003,97.180000,97.540001,83.688774,3815100
2013-11-21,97.800003,98.089996,97.589996,97.699997,83.826057,12884800
2013-11-22,97.839996,98.510002,97.370003,98.269997,84.315109,16495500
2013-11-25,98.750000,99.269997,98.650002,98.919998,84.872810,20420800
2013-11-26,98.800003,99.089996,98.150002,98.199997,84.255058,5517400
2013-11-27,97.620003,97.660004,96.949997,97.059998,83.969574,3501500
2013-11-29,97.250000,97.599998,97.080002,97.370003,84.237747,2920300
2013-12-02,97.290001,97.290001,96.330002,96.510002,83.493759,4810000
2013-12-03,96.750000,96.750000,96.070000,96.379997,83.381264,4851900
2013-12-04,95.660004,96.129997,95.360001,95.709999,82.801651,4951300
2013-12-05,95.370003,95.820000,95.199997,95.430000,82.559402,5076500
2013-12-06,95.940002,96.949997,95.900002,96.800003,83.744629,5811200
2013-12-09,96.129997,96.500000,95.449997,95.720001,82.810287,5056100
2013-12-10,95.690002,95.699997,95.070000,95.430000,82.559402,4190600
2013-12-11,95.510002,95.720001,95.169998,95.260002,82.412323,5194500
2013-12-12,95.400002,95.680000,94.040001,94.099998,81.408798,5719900
2013-12-13,94.190002,94.620003,94.050003,94.440002,81.702934,3277500
2013-12-16,94.970001,95.779999,94.900002,95.449997,82.576698,4868100
2013-12-17,95.440002,95.580002,94.269997,94.379997,81.651009,4460300
2013-12-18,94.660004,95.949997,94.570000,95.930000,82.991966,5526800
2013-12-19,95.879997,96.300003,94.930000,95.139999,82.308510,5476500
2013-12-20,95.459999,96.510002,95.339996,96.510002,83.493759,8039500
2013-12-23,96.720001,96.949997,96.050003,96.300003,83.312065,3296300
2013-12-24,96.139999,96.750000,96.139999,96.540001,83.519684,1155900
2013-12-26,96.769997,96.910004,96.629997,96.839996,83.779243,1978300
2013-12-27,96.870003,97.279999,96.800003,96.910004,83.839813,1987100
2013-12-30,96.879997,97.150002,96.790001,97.010002,83.926308,2293000
2013-12-31,96.949997,97.080002,96.629997,97.029999,83.943619,2560900
2014-01-02,96.809998,97.029999,96.260002,96.410004,83.407227,2925800
2014-01-03,96.900002,97.029999,96.500000,96.540001,83.519684,2965300
2014-01-06,96.620003,96.620003,95.519997,95.849998,82.922760,5022700
2014-01-07,96.379997,97.080002,96.129997,96.379997,83.381264,4881800
2014-01-08,95.550003,95.709999,95.000000,95.410004,82.542084,7669800
2014-01-09,96.239998,96.349998,95.250000,95.459999,82.585358,7709000
2014-01-10,95.830002,96.220001,95.639999,95.800003,82.879501,5512200
2014-01-13,95.830002,95.830002,94.589996,94.830002,82.040314,5753200
2014-01-14,94.809998,95.400002,94.800003,95.220001,82.377716,3842200
2014-01-15,95.489998,95.669998,95.150002,95.459999,82.585358,3560600
2014-01-16,95.400002,96.300003,95.190002,96.059998,83.104439,5058000
2014-01-17,96.019997,96.129997,94.769997,94.930000,82.126854,5975300
2014-01-21,95.360001,95.959999,95.010002,95.080002,82.256599,6462700
2014-01-22,95.070000,95.320000,94.690002,94.879997,82.083572,4976400
2014-01-23,94.550003,95.949997,94.500000,95.320000,82.464226,7146000
2014-01-24,94.730003,95.959999,94.389999,94.430000,81.694267,6944800
2014-01-27,94.290001,94.680000,93.919998,94.070000,81.382835,6607600
2014-01-28,94.330002,94.639999,94.099998,94.180000,81.478004,3682800
2014-01-29,93.959999,94.300003,92.870003,93.150002,80.586906,8013500
2014-01-30,93.389999,94.000000,92.930000,93.800003,81.149246,4987400
2014-01-31,93.050003,94.550003,92.949997,94.169998,81.469345,5972500
2014-02-03,94.540001,94.739998,92.910004,93.019997,80.474442,6904700
2014-02-04,92.860001,93.470001,92.589996,93.089996,80.535004,6300400
2014-02-05,92.800003,93.839996,92.220001,93.580002,80.958908,4958900
2014-02-06,93.870003,95.190002,93.690002,94.940002,82.135498,5356900
2014-02-07,95.089996,95.949997,94.620003,95.919998,82.983322,6591200
2014-02-10,95.750000,95.930000,94.519997,94.860001,82.066292,6968200
2014-02-11,95.059998,95.839996,94.830002,95.339996,82.481529,5343500
2014-02-12,95.440002,95.669998,94.790001,94.889999,82.092239,4268900
2014-02-13,94.690002,95.580002,94.500000,95.459999,82.585358,3617900
2014-02-14,95.300003,95.970001,95.110001,95.779999,82.862190,3532900
2014-02-18,96.029999,96.570000,95.540001,96.019997,83.069824,5454200
2014-02-19,95.779999,96.660004,95.459999,95.550003,82.663239,4505500
2014-02-20,95.660004,96.110001,95.489998,95.750000,82.836243,2975000
2014-02-21,96.040001,97.000000,96.040001,96.449997,83.441833,5284300
2014-02-24,96.430000,96.940002,96.239998,96.500000,83.485092,4472200
2014-02-25,96.459999,96.720001,95.889999,96.620003,83.588913,4233600
2014-02-26,96.629997,96.739998,95.709999,95.889999,82.957359,4265900
2014-02-27,95.239998,95.410004,94.650002,95.080002,82.957359,4179600
2014-02-28,95.110001,95.459999,94.860001,95.150002,83.018433,5104700
2014-03-03,94.239998,94.800003,94.000000,94.320000,82.294266,5149300
2014-03-04,95.250000,95.269997,94.860001,94.980003,82.870125,4655200
2014-03-05,95.339996,95.610001,94.940002,95.019997,82.905014,3913300
2014-03-06,95.059998,95.669998,94.750000,95.580002,83.393608,4362900
2014-03-07,95.739998,95.790001,94.970001,95.500000,83.323814,3724000
2014-03-10,95.260002,95.680000,94.970001,95.199997,83.062042,4388900
2014-03-11,95.940002,98.919998,95.709999,98.779999,86.185616,16354400
2014-03-12,98.410004,99.070000,98.150002,98.709999,86.124542,6701700
2014-03-13,98.900002,98.900002,97.010002,97.370003,84.955383,5480200
2014-03-14,97.330002,97.889999,97.010002,97.580002,85.138618,5510700
2014-03-17,98.139999,98.199997,97.459999,97.599998,85.156059,5554300
2014-03-18,97.800003,97.989998,97.220001,97.309998,84.903038,3269500
2014-03-19,97.269997,97.290001,95.779999,96.099998,83.847305,5556900
2014-03-20,95.940002,96.949997,95.809998,96.599998,84.283562,4242600
2014-03-21,97.220001,97.400002,95.470001,95.470001,83.297653,12625800
2014-03-24,96.089996,96.739998,95.989998,96.180000,83.917114,6393000
2014-03-25,96.440002,96.489998,95.830002,95.910004,83.681541,4929800
2014-03-26,96.040001,96.570000,95.839996,95.839996,83.620453,4127000
2014-03-27,95.769997,96.360001,95.519997,96.160004,83.899658,3756000
2014-03-28,96.269997,97.440002,96.209999,97.239998,84.841957,4344100
2014-03-31,97.440002,98.449997,97.300003,98.029999,85.531235,4853300
2014-04-01,98.099998,98.519997,97.629997,97.900002,85.417824,4494000
2014-04-02,98.150002,98.230003,97.339996,97.589996,85.147339,3701200
2014-04-03,98.029999,98.110001,97.349998,97.660004,85.208397,2575700
2014-04-04,97.769997,98.419998,97.389999,97.870003,85.391647,5409000
2014-04-07,97.580002,98.239998,96.570000,97.010002,84.641289,5994600
2014-04-08,96.980003,98.220001,96.519997,98.080002,85.574844,5579500
2014-04-09,98.080002,98.540001,97.900002,98.349998,85.810455,3669500
2014-04-10,98.550003,99.849998,98.160004,99.430000,86.752731,8873000
2014-04-11,99.150002,99.730003,99.059998,99.290001,86.630585,6553600
2014-04-14,99.660004,100.160004,99.320000,100.110001,87.346054,6155900
2014-04-15,100.699997,100.940002,100.070000,100.830002,87.974236,5882400
2014-04-16,101.000000,101.120003,100.489998,100.830002,87.974236,3532700
2014-04-17,100.730003,101.000000,100.250000,100.250000,87.468178,4545200
2014-04-21,99.800003,100.389999,99.250000,99.669998,86.962135,6357000
2014-04-22,100.019997,100.269997,98.889999,99.320000,86.656761,8934300
2014-04-23,99.349998,99.989998,99.010002,99.129997,86.490974,4179100
2014-04-24,99.519997,100.099998,99.129997,99.839996,87.110466,4764900
2014-04-25,99.849998,100.750000,99.389999,100.730003,87.887001,5047100
2014-04-28,100.980003,101.180000,99.650002,100.309998,87.520531,7444500
2014-04-29,100.209999,101.779999,99.809998,101.500000,88.558823,6626100
2014-04-30,101.550003,101.760002,101.040001,101.379997,88.454124,4519800
2014-05-01,100.680000,101.040001,100.330002,100.959999,88.087654,3531400
2014-05-02,101.110001,102.279999,100.989998,101.430000,88.497734,4934000
2014-05-05,101.379997,101.379997,100.589996,101.139999,88.244713,3483500
2014-05-06,101.059998,101.300003,100.800003,100.949997,88.078941,3075100
2014-05-07,101.260002,102.110001,100.949997,101.959999,88.960144,4322600
2014-05-08,102.000000,102.180000,101.430000,101.949997,88.951439,3384500
2014-05-09,101.849998,102.949997,101.820000,102.930000,89.806496,3649400
2014-05-12,102.949997,103.330002,102.790001,102.860001,89.745422,3817400
2014-05-13,103.320000,103.620003,102.500000,103.529999,90.329994,3955400
2014-05-14,103.690002,103.779999,102.540001,103.029999,89.893745,3826300
2014-05-15,102.779999,103.000000,102.150002,102.500000,89.431313,3810800
2014-05-16,102.550003,103.389999,102.349998,103.139999,89.989700,5081000
2014-05-19,102.809998,102.830002,101.739998,102.089996,89.073593,3859800
2014-05-20,102.050003,102.440002,101.440002,101.529999,88.584984,3123700
2014-05-21,101.709999,102.580002,101.550003,102.559998,89.483665,2735600
2014-05-22,102.650002,102.980003,102.230003,102.449997,89.387688,3376000
2014-05-23,102.519997,102.849998,101.769997,102.000000,88.995064,4174300
2014-05-27,102.199997,102.900002,102.070000,102.360001,89.309158,5093200
2014-05-28,101.839996,102.040001,100.870003,101.300003,88.384323,8930700
2014-05-29,101.269997,101.489998,100.870003,101.339996,89.131912,4123700
2014-05-30,101.250000,101.459999,100.709999,101.430000,89.211075,4232800
2014-06-02,101.389999,102.500000,101.320000,102.029999,89.738800,3001400
2014-06-03,101.639999,102.000000,101.410004,101.449997,89.228653,3363500
2014-06-04,101.360001,102.470001,101.269997,102.440002,90.099396,3589200
2014-06-05,102.339996,102.599998,101.750000,102.449997,90.108185,2407800
2014-06-06,102.410004,102.620003,101.779999,101.959999,89.677216,2955500
2014-06-09,101.589996,102.000000,101.180000,101.379997,89.167099,3802600
2014-06-10,101.610001,101.610001,100.680000,100.879997,88.727325,5961200
2014-06-11,100.739998,100.959999,100.330002,100.419998,88.322723,6606100
2014-06-12,100.410004,101.010002,99.540001,99.760002,87.742271,5609100
2014-06-13,99.410004,100.589996,99.410004,100.489998,88.384308,4014600
2014-06-16,100.419998,101.169998,100.239998,101.099998,88.920815,4038600
2014-06-17,100.910004,101.839996,100.820000,101.269997,89.070335,6479700
2014-06-18,101.739998,101.790001,100.910004,101.349998,89.140709,5441200
2014-06-19,101.040001,102.029999,101.040001,101.910004,89.633263,3372200
2014-06-20,102.199997,102.300003,101.660004,101.919998,89.642044,5418100
2014-06-23,101.639999,101.989998,101.510002,101.910004,89.633263,2919000
2014-06-24,101.839996,102.180000,101.410004,101.470001,89.246254,4586400
2014-06-25,101.089996,101.900002,101.029999,101.610001,89.369400,3662000
2014-06-26,101.610001,101.889999,101.070000,101.510002,89.281448,2783200
2014-06-27,101.250000,101.669998,101.150002,101.459999,89.237450,2785500
2014-06-30,101.269997,101.480003,100.500000,100.739998,88.604195,4265700
2014-07-01,100.430000,101.360001,100.239998,101.000000,88.832870,3787700
2014-07-02,101.019997,101.080002,100.349998,100.529999,88.419510,3216700
2014-07-03,101.320000,101.320000,100.739998,100.980003,88.815292,2295800
2014-07-07,100.750000,100.750000,99.820000,100.169998,88.102852,3951700
2014-07-08,99.790001,100.570000,99.730003,100.089996,88.032494,3115100
2014-07-09,100.300003,101.250000,100.260002,101.070000,88.894440,5604900
2014-07-10,100.220001,101.050003,100.160004,100.580002,88.463463,3274900
2014-07-11,100.660004,100.809998,100.029999,100.370003,88.278770,2812500
2014-07-14,100.690002,100.730003,100.300003,100.470001,88.366714,4159900
2014-07-15,100.320000,100.370003,99.860001,100.300003,88.217209,3787000
2014-07-16,99.650002,99.800003,98.760002,99.269997,87.311279,7128700
2014-07-17,98.959999,99.089996,98.349998,98.370003,86.519707,4099100
2014-07-18,98.639999,99.089996,98.129997,98.989998,87.065002,4044900
2014-07-21,98.519997,98.629997,97.550003,97.550003,85.798477,6510600
2014-07-22,95.389999,96.849998,95.099998,96.269997,84.672699,12398100
2014-07-23,95.510002,95.820000,94.820000,95.349998,83.863503,9483200
2014-07-24,95.480003,95.620003,95.269997,95.349998,83.863503,7781700
2014-07-25,95.360001,95.849998,95.320000,95.720001,84.188942,4992500
2014-07-28,95.500000,95.970001,95.389999,95.779999,84.241722,4863100
2014-07-29,95.889999,96.419998,95.709999,95.820000,84.276886,6712700
2014-07-30,96.190002,96.339996,95.570000,95.949997,84.391235,6049800
2014-07-31,95.220001,95.360001,94.559998,94.559998,83.168694,6826000
2014-08-01,94.300003,94.730003,94.199997,94.300003,82.940010,4576400
2014-08-04,94.300003,94.349998,93.519997,94.309998,82.948807,7652700
2014-08-05,94.000000,94.300003,93.349998,93.430000,82.174797,5494800
2014-08-06,93.389999,93.949997,93.360001,93.470001,82.209984,3728000
2014-08-07,93.820000,94.000000,93.239998,93.309998,82.069267,3261100
2014-08-08,93.070000,93.839996,92.919998,93.550003,82.280334,6505900
2014-08-11,93.730003,93.919998,93.459999,93.529999,82.262772,4288400
2014-08-12,93.430000,93.650002,93.150002,93.559998,82.289146,3235900
2014-08-13,93.750000,94.320000,93.550003,93.959999,82.640968,3595800
2014-08-14,93.650002,93.889999,93.260002,93.660004,82.377098,5644500
2014-08-15,94.070000,94.470001,93.410004,93.790001,82.491440,4281300
2014-08-18,94.150002,94.739998,93.930000,94.250000,82.896019,4398800
2014-08-19,94.599998,94.750000,94.260002,94.449997,83.071930,3331700
2014-08-20,94.449997,94.660004,94.000000,94.190002,82.843246,4150400
2014-08-21,94.309998,94.760002,94.239998,94.529999,83.142288,5981600
2014-08-22,94.529999,94.860001,94.269997,94.449997,83.071930,3586900
2014-08-25,94.849998,95.370003,94.410004,94.440002,83.063141,4614300
2014-08-26,94.389999,94.790001,94.050003,94.110001,82.772888,6392400
2014-08-27,94.230003,94.680000,93.599998,94.650002,83.247833,9027300
2014-08-28,93.650002,94.760002,93.510002,94.139999,83.513977,5492400
2014-08-29,94.199997,94.199997,93.510002,93.720001,83.862953,4635100
2014-09-02,93.239998,93.699997,92.690002,92.800003,83.039734,6727100
2014-09-03,93.269997,93.489998,93.040001,93.139999,83.343948,4855300
2014-09-04,93.019997,93.230003,92.800003,93.010002,83.227654,4849800
2014-09-05,93.099998,93.120003,92.800003,93.070000,83.281326,4004600
2014-09-08,92.800003,92.820000,92.199997,92.500000,82.771263,5251900
2014-09-09,92.599998,92.699997,90.959999,91.089996,81.509567,9795200
2014-09-10,90.839996,93.059998,90.529999,93.000000,83.218674,12031400
2014-09-11,92.940002,93.290001,92.419998,92.959999,83.182892,5960100
2014-09-12,92.940002,93.839996,92.820000,93.339996,83.522911,7791300
2014-09-15,93.260002,93.910004,93.250000,93.470001,83.639244,6255000
2014-09-16,93.269997,94.110001,93.250000,93.750000,83.889816,5826200
2014-09-17,93.680000,93.830002,93.180000,93.529999,83.692955,5738600
2014-09-18,93.430000,93.900002,93.260002,93.480003,83.648193,5488900
2014-09-19,93.949997,94.930000,93.800003,94.360001,84.435654,9043100
2014-09-22,94.120003,94.470001,93.820000,93.930000,84.050873,4875700
2014-09-23,93.699997,94.150002,93.440002,93.510002,83.675049,4702700
2014-09-24,93.699997,95.320000,93.660004,95.000000,85.008331,7817900
2014-09-25,94.940002,95.309998,94.059998,94.160004,84.256691,4569100
2014-09-26,94.050003,94.879997,94.019997,94.699997,84.739883,3454400
2014-09-29,94.260002,97.300003,93.980003,96.220001,86.100014,16489100
2014-09-30,96.230003,96.360001,94.339996,94.809998,84.838318,10036400
2014-10-01,94.370003,95.080002,94.010002,94.190002,84.283531,5334600
2014-10-02,94.029999,94.599998,94.000000,94.120003,84.220886,4116000
2014-10-03,95.290001,95.290001,94.510002,94.860001,84.883064,3948600
2014-10-06,94.360001,94.430000,93.690002,93.839996,83.970329,4278600
2014-10-07,93.510002,93.540001,92.800003,92.809998,83.048683,6093800
2014-10-08,93.080002,93.949997,92.809998,93.830002,83.961395,5586600
2014-10-09,93.769997,94.000000,92.709999,92.720001,82.968132,5068600
2014-10-10,92.760002,93.449997,92.300003,92.300003,82.592316,5844900
2014-10-13,92.129997,92.419998,90.660004,90.730003,81.187439,6173800
2014-10-14,90.809998,91.739998,90.629997,91.099998,81.518517,5539500
2014-10-15,90.489998,90.980003,89.570000,90.440002,80.927948,10468500
2014-10-16,89.389999,90.290001,89.339996,89.910004,80.453682,7526400
2014-10-17,90.410004,91.139999,89.639999,91.040001,81.464821,7074500
2014-10-20,90.959999,91.589996,90.709999,91.589996,81.956985,5403200
2014-10-21,89.949997,91.449997,89.699997,91.010002,81.437988,11422200
2014-10-22,90.699997,91.510002,90.599998,90.940002,81.375359,6455600
2014-10-23,91.839996,92.099998,90.879997,91.019997,81.446930,5966700
2014-10-24,90.699997,91.790001,90.550003,91.669998,82.028564,5256600
2014-10-27,91.519997,92.089996,91.500000,92.010002,82.332817,4071100
2014-10-28,92.480003,92.599998,91.690002,92.599998,82.860764,5083000
2014-10-29,92.650002,93.120003,92.000000,92.730003,82.977089,5295900
2014-10-30,92.570000,93.389999,92.489998,93.379997,83.558716,3965500
2014-10-31,93.900002,94.010002,92.830002,93.730003,83.871902,6795900
2014-11-03,93.779999,93.779999,93.019997,93.610001,83.764549,4064900
2014-11-04,93.930000,94.629997,93.769997,94.470001,84.534081,5802200
2014-11-05,95.000000,95.070000,94.389999,94.639999,84.686195,4123800
2014-11-06,94.739998,94.930000,94.419998,94.660004,84.704094,3597300
2014-11-07,94.400002,95.099998,94.059998,95.099998,85.097801,4674600
2014-11-10,95.559998,95.690002,94.980003,95.110001,85.106758,5123900
2014-11-11,95.220001,95.419998,94.930000,95.139999,85.133621,3429000
2014-11-12,94.930000,95.379997,94.830002,95.330002,85.303619,2725700
2014-11-13,95.500000,96.220001,95.180000,95.480003,85.437843,4099800
2014-11-14,95.379997,97.180000,95.269997,96.209999,86.091057,7793400
2014-11-17,96.059998,96.080002,95.599998,95.970001,85.876320,3596500
2014-11-18,96.040001,96.949997,95.370003,96.410004,86.270042,6258600
2014-11-19,96.739998,97.300003,96.430000,96.559998,86.404259,6631300
2014-11-20,96.540001,97.300003,96.500000,96.639999,86.475838,4551900
2014-11-21,97.470001,97.500000,96.419998,96.680000,86.511642,5483700
2014-11-24,96.830002,97.419998,96.529999,97.169998,86.950089,5222900
2014-11-25,97.199997,97.339996,96.849998,97.000000,86.797989,5369000
2014-11-26,96.360001,96.389999,95.919998,96.220001,86.861168,3667800
2014-11-28,95.980003,97.400002,95.970001,96.809998,87.393784,3442900
2014-12-01,96.150002,96.940002,95.639999,95.779999,86.463966,5273700
2014-12-02,95.209999,97.000000,94.760002,95.110001,85.859138,10389700
2014-12-03,94.800003,95.570000,94.779999,95.500000,86.211212,5316700
2014-12-04,95.389999,95.989998,95.139999,95.660004,86.355644,5149300
2014-12-05,95.779999,96.610001,95.650002,96.309998,86.942421,6209300
2014-12-08,93.410004,97.500000,92.230003,92.610001,83.602303,11792700
2014-12-09,91.300003,92.000000,91.010002,91.360001,82.473885,10066800
2014-12-10,91.040001,91.290001,89.510002,90.000000,81.246162,12020800
2014-12-11,90.089996,91.150002,90.019997,90.970001,82.121811,8972700
2014-12-12,90.660004,91.389999,90.430000,90.620003,81.805855,8691000
2014-12-15,90.959999,91.099998,88.250000,88.459999,79.855934,10121600
2014-12-16,88.070000,90.750000,87.620003,88.720001,80.090668,15106700
2014-12-17,88.930000,92.050003,88.500000,91.650002,82.735680,14010000
2014-12-18,92.279999,93.739998,91.650002,93.669998,84.559196,11277100
2014-12-19,93.510002,94.320000,92.949997,93.220001,84.152977,10284300
2014-12-22,93.279999,94.019997,93.029999,93.889999,84.757813,5342200
2014-12-23,94.360001,94.820000,94.010002,94.220001,85.055710,3590000
2014-12-24,94.220001,94.540001,93.739998,93.830002,84.703636,1729700
2014-12-26,94.099998,94.930000,93.949997,94.779999,85.561241,3884300
2014-12-29,94.320000,95.459999,94.269997,95.040001,85.795952,4183200
2014-12-30,94.849998,95.000000,94.070000,94.250000,85.082794,3257700
2014-12-31,93.750000,94.800003,93.570000,93.699997,84.586273,4589300
2015-01-02,94.129997,95.000000,93.050003,93.260002,84.189087,6019700
2015-01-05,93.300003,93.680000,92.220001,92.230003,83.259270,6211900
