Date,Open,High,Low,Close,Adj Close,Volume
2013-09-03,40.369999,40.740002,40.240002,40.299999,37.740952,1860900
2013-09-04,40.220001,41.160000,40.169998,40.930000,38.330944,1735500
2013-09-05,40.900002,41.220001,40.610001,40.770000,38.181107,1908300
2013-09-06,40.790001,40.930000,40.279999,40.619999,38.040630,1944600
2013-09-09,40.740002,41.250000,40.740002,41.060001,38.452694,1592500
2013-09-10,41.240002,41.689999,41.240002,41.610001,38.967766,1460700
2013-09-11,42.090000,43.290001,42.000000,42.959999,40.232048,3687500
2013-09-12,42.990002,43.110001,42.320000,42.590000,39.885544,1930100
2013-09-13,42.560001,42.939999,42.470001,42.860001,40.138401,1497400
2013-09-16,43.310001,43.520000,43.020000,43.119999,40.381897,1412600
2013-09-17,43.110001,43.500000,43.080002,43.349998,40.597279,1696400
2013-09-18,43.270000,43.939999,42.880001,43.820000,41.037426,1922300
2013-09-19,43.810001,43.990002,43.529999,43.580002,40.812664,1811600
2013-09-20,43.480000,43.509998,43.029999,43.169998,40.428703,3263900
2013-09-23,43.169998,43.279999,42.709999,43.000000,40.269501,1807700
2013-09-24,43.000000,43.410000,42.849998,43.060001,40.325695,2737300
2013-09-25,43.049999,43.150002,42.599998,42.810001,40.091576,1785600
2013-09-26,42.779999,43.110001,42.400002,42.910000,40.185219,2099000
2013-09-27,42.619999,42.770000,42.000000,42.349998,39.660778,2404500
2013-09-30,41.959999,42.160000,41.669998,42.060001,39.389194,2357300
2013-10-01,42.020000,42.549999,41.990002,42.540001,39.838711,1974300
2013-10-02,42.299999,42.490002,41.820000,42.470001,39.773159,1881900
2013-10-03,42.310001,42.419998,41.750000,42.279999,39.595215,2337800
2013-10-04,42.270000,42.669998,42.070000,42.599998,39.894905,1382300
2013-10-07,42.200001,42.330002,41.950001,41.959999,39.295536,1353100
2013-10-08,42.000000,42.070000,41.419998,41.529999,38.892838,2391400
2013-10-09,41.650002,41.779999,41.259998,41.279999,38.658722,2861600
2013-10-10,41.759998,42.119999,41.389999,41.980000,39.314266,2666500
2013-10-11,42.020000,42.540001,41.860001,42.299999,39.613949,2032000
2013-10-14,42.000000,42.110001,41.759998,42.040001,39.370453,1964500
2013-10-15,41.970001,42.540001,41.770000,42.290001,39.604588,3091900
2013-10-16,42.590000,43.029999,42.549999,42.970001,40.241409,2916800
2013-10-17,42.889999,43.340000,42.619999,43.310001,40.559818,1637500
2013-10-18,43.500000,43.910000,43.279999,43.500000,40.737747,2801500
2013-10-21,42.299999,43.990002,42.299999,43.980000,41.187267,1417200
2013-10-22,44.110001,44.230000,43.439999,43.889999,41.102978,2266500
2013-10-23,43.380001,43.830002,43.340000,43.590000,40.822044,1855700
2013-10-24,44.049999,44.680000,43.919998,44.610001,41.777256,2425800
2013-10-25,44.750000,44.750000,44.250000,44.490002,41.664890,1388900
2013-10-28,44.049999,44.369999,43.770000,44.099998,41.299644,2474400
2013-10-29,44.369999,44.630001,44.060001,44.610001,41.777256,2246900
2013-10-30,44.590000,44.720001,44.009998,44.200001,41.393303,1826800
2013-10-31,44.650002,45.910000,44.090000,45.080002,42.217419,4457600
2013-11-01,45.220001,45.770000,45.130001,45.709999,42.807415,2621600
2013-11-04,45.590000,46.020000,45.360001,45.990002,43.069641,2560600
2013-11-05,45.570000,45.970001,45.439999,45.849998,42.938526,2084100
2013-11-06,45.950001,46.520000,45.930000,46.340000,43.397404,2871400
2013-11-07,46.419998,46.419998,45.389999,45.430000,42.545197,2366200
2013-11-08,45.410000,46.119999,45.369999,46.119999,43.191383,2028800
2013-11-11,45.970001,46.490002,45.669998,46.099998,43.172649,2405900
2013-11-12,47.029999,47.160000,46.279999,46.430000,43.481705,3261000
2013-11-13,46.290001,46.709999,46.169998,46.680000,43.715824,2638000
2013-11-14,46.599998,46.980000,46.459999,46.939999,43.959312,2266200
2013-11-15,46.950001,47.580002,46.950001,47.020000,44.034229,15553500
2013-11-18,47.070000,47.299999,46.779999,46.980000,43.996777,2949300
2013-11-19,46.840000,46.889999,46.020000,46.330002,43.545620,2397900
2013-11-20,46.520000,46.750000,46.029999,46.259998,43.479832,1947000
2013-11-21,46.490002,47.130001,46.270000,46.910000,44.090763,1939800
2013-11-22,47.029999,47.169998,46.810001,46.919998,44.100163,2379300
2013-11-25,46.830002,47.049999,46.529999,46.630001,43.827591,1986000
2013-11-26,46.459999,47.340000,46.459999,47.180000,44.344543,2135500
2013-11-27,47.200001,47.299999,46.880001,46.930000,44.109570,1612000
2013-11-29,47.119999,47.169998,46.860001,47.020000,44.194153,1346100
2013-12-02,47.000000,47.020000,46.369999,46.500000,43.705399,2137600
2013-12-03,46.080002,46.500000,45.849998,46.020000,43.254246,3432600
2013-12-04,45.439999,46.180000,45.250000,45.910000,43.150860,2119800
2013-12-05,45.919998,46.070000,45.570000,45.619999,42.878288,1914300
2013-12-06,46.639999,46.700001,45.959999,46.230000,43.451626,1943200
2013-12-09,46.459999,46.889999,46.419998,46.560001,43.761803,1537800
2013-12-10,46.599998,46.730000,46.450001,46.570000,43.771194,1852700
2013-12-11,46.500000,46.560001,45.849998,46.009998,43.244843,2470600
2013-12-12,45.919998,46.340000,45.830002,46.020000,43.254246,1867700
2013-12-13,46.349998,46.689999,46.000000,46.570000,43.771194,1956900
2013-12-16,46.730000,47.450001,46.610001,47.090000,44.259945,2616600
2013-12-17,46.950001,47.150002,46.419998,46.840000,44.024967,1782500
2013-12-18,46.880001,47.900002,46.520000,47.869999,44.993065,1944700
2013-12-19,47.599998,47.869999,47.310001,47.720001,44.852077,1550200
2013-12-20,47.970001,48.320000,47.869999,48.150002,45.256237,3679100
2013-12-23,48.090000,48.820000,48.060001,48.279999,45.378426,1088000
2013-12-24,48.049999,48.689999,48.049999,48.669998,45.744987,692500
2013-12-26,49.709999,49.840000,48.590000,48.910000,45.970562,1137800
2013-12-27,48.990002,49.020000,48.680000,48.779999,45.848381,875000
2013-12-30,49.080002,49.119999,48.599998,49.009998,46.064545,1200100
2013-12-31,49.000000,49.439999,49.000000,49.349998,46.384109,1484100
2014-01-02,49.029999,49.259998,48.570000,48.959999,46.017551,2127000
2014-01-03,49.000000,49.169998,48.639999,48.650002,45.726200,1248200
2014-01-06,48.830002,48.900002,48.250000,48.450001,45.538216,2163000
2014-01-07,48.650002,49.130001,48.480000,48.660000,45.735588,1766300
